SN,R1(бу),R2(бу),Height(mm),Water level(mm)
1,0,0,-25,188.68
2,0,0,-28,188.68
3,0,0,-31,188.68
4,0,0,-34,188.68
5,0,0,-37,188.68
6,0,0,-40,188.68
7,0,0,-43,188.68
8,0,0,-46,188.68
9,0,0,-49,188.8
10,0,0,-52,188.92
11,0,0,-55,189.08
12,0,0,-58,189.2
13,0,0,-61,189.2
14,0,0,-64,189.08
15,0,0,-67,189.32
16,0,0,-70,189.6
17,0,0,-73,189.44
18,0,0,-76,189.44
19,0,0,-79,189.36
20,0,0,-82,189.44
21,0,0,-85,189.44
22,0,0,-88,189.44
23,0,0,-91,189.52
24,0,0,-94,189.64
25,0,0,-97,189.68
26,0,0,-100,189.72
27,0,0,-103,189.8
28,0,0,-106,189.92
29,0,0,-109,190.04
30,0,0,-112,190.08
31,0,0,-115,190.16
32,0,0,-118,190.24
33,0,0,-121,190.32
34,0,0,-124,190.4
35,0,0,-127,190.44
36,0,0,-130,190.48
37,0,0,-133,190.52
38,0,0,-136,190.56
39,0,0,-139,190.6
40,0,0,-142,190.68
41,0,0,-145,190.72
42,0,0,-148,190.8
43,0,0,-151,190.84
44,0,0,-154,190.92
45,0,0,-157,190.96
46,0,0,-160,191.08
47,0,0,-163,191.2
48,0,0,-166,191.32
49,0,0,-169,191.48
50,0,0,-172,191.64
51,0,0,-175,191.8
52,0,0,-178,191.96
53,0,0,-181,192.12
54,0,0,-184,192.24
55,0,0,-187,192.44
56,0,0,-190,192.6
57,0,0,-193,192.76
58,0,0,-196,192.92
59,0,0,-199,193
60,0,0,-202,193.24
61,0,0,-205,193.4
62,0,0,-208,193.52
63,0,0,-211,193.72
64,0,0,-214,193.8
65,0,0,-217,193.96
66,0,0,-220,194.16
67,0,0,-223,194.28
68,0,0,-226,194.48
69,0,0,-229,194.64
70,0,0,-232,194.76
71,0,0,-235,194.92
72,0,0,-238,195.08
73,0,0,-241,195.2
74,0,0,-244,195.36
75,0,0,-247,195.48
76,0,0,-250,195.56
77,0,0,-253,195.72
78,0,0,-256,195.84
79,0,0,-259,195.96
80,0,0,-262,196.08
81,0,0,-265,196.2
82,0,0,-268,196.32
83,0,0,-271,196.4
84,0,0,-274,196.52
85,0,0,-277,196.6
86,0,0,-280,196.64
87,0,0,-283,196.8
88,0,0,-286,196.96
89,0,0,-289,197.16
90,0,0,-292,197.56
91,0,0,-295,198.08
92,0,0,-298,198.48
93,0,0,-301,198.68
94,0,0,-304,198.56
95,0,0,-307,198.72
96,0,0,-310,198.8
97,0,0,-313,198.72
98,0,0,-316,198.76
99,0,0,-319,198.76
100,0,0,-322,198.8
101,0,0,-325,198.8
102,0,0,-328,198.8
103,0,0,-331,198.8
104,0,0,-334,198.76
105,0,0,-337,198.8
106,0,0,-340,198.84
107,0,0,-343,198.84
108,0,0,-346,198.84
109,0,0,-349,198.88
110,0,0,-352,198.92
111,0,0,-355,198.92
112,0,20,-25,188.56
113,0,20,-28,188.48
114,0,20,-31,188.56
115,0,20,-34,188.52
116,0,20,-37,188.52
117,0,20,-40,188.52
118,0,20,-43,188.52
119,0,20,-46,188.56
120,0,20,-49,188.72
121,0,20,-52,188.84
122,0,20,-55,188.96
123,0,20,-58,189.04
124,0,20,-61,189.04
125,0,20,-64,188.92
126,0,20,-67,189.16
127,0,20,-70,189.4
128,0,20,-73,189.4
129,0,20,-76,189.36
130,0,20,-79,189.4
131,0,20,-82,189.36
132,0,20,-85,189.4
133,0,20,-88,189.48
134,0,20,-91,189.48
135,0,20,-94,189.56
136,0,20,-97,189.64
137,0,20,-100,189.72
138,0,20,-103,189.8
139,0,20,-106,189.88
140,0,20,-109,190
141,0,20,-112,190.08
142,0,20,-115,190.12
143,0,20,-118,190.2
144,0,20,-121,190.28
145,0,20,-124,190.36
146,0,20,-127,190.4
147,0,20,-130,190.44
148,0,20,-133,190.48
149,0,20,-136,190.56
150,0,20,-139,190.6
151,0,20,-142,190.68
152,0,20,-145,190.72
153,0,20,-148,190.76
154,0,20,-151,190.84
155,0,20,-154,190.88
156,0,20,-157,190.96
157,0,20,-160,191.04
158,0,20,-163,191.16
159,0,20,-166,191.28
160,0,20,-169,191.44
161,0,20,-172,191.6
162,0,20,-175,191.68
163,0,20,-178,191.84
164,0,20,-181,192
165,0,20,-184,192.2
166,0,20,-187,192.36
167,0,20,-190,192.52
168,0,20,-193,192.64
169,0,20,-196,192.88
170,0,20,-199,192.92
171,0,20,-202,193
172,0,20,-205,193.36
173,0,20,-208,193.48
174,0,20,-211,193.64
175,0,20,-214,193.8
176,0,20,-217,193.92
177,0,20,-220,194.08
178,0,20,-223,194.28
179,0,20,-226,194.44
180,0,20,-229,194.56
181,0,20,-232,194.72
182,0,20,-235,194.88
183,0,20,-238,194.96
184,0,20,-241,195.16
185,0,20,-244,195.24
186,0,20,-247,195.4
187,0,20,-250,195.52
188,0,20,-253,195.64
189,0,20,-256,195.76
190,0,20,-259,195.92
191,0,20,-262,196
192,0,20,-265,196.12
193,0,20,-268,196.24
194,0,20,-271,196.36
195,0,20,-274,196.4
196,0,20,-277,196.56
197,0,20,-280,196.6
198,0,20,-283,196.76
199,0,20,-286,196.88
200,0,20,-289,196.96
201,0,20,-292,197.52
202,0,20,-295,197.96
203,0,20,-298,198.4
204,0,20,-301,198.44
205,0,20,-304,198.6
206,0,20,-307,198.8
207,0,20,-310,198.8
208,0,20,-313,198.76
209,0,20,-316,198.76
210,0,20,-319,198.8
211,0,20,-322,198.8
212,0,20,-325,198.8
213,0,20,-328,198.8
214,0,20,-331,198.8
215,0,20,-334,198.76
216,0,20,-337,198.84
217,0,20,-340,198.8
218,0,20,-343,198.92
219,0,20,-346,198.92
220,0,20,-349,198.92
221,0,20,-352,198.92
222,0,20,-355,198.84
223,0,40,-25,188.6
224,0,40,-28,188.48
225,0,40,-31,188.48
226,0,40,-34,188.52
227,0,40,-37,188.52
228,0,40,-40,188.52
229,0,40,-43,188.52
230,0,40,-46,188.48
231,0,40,-49,188.64
232,0,40,-52,188.76
233,0,40,-55,188.88
234,0,40,-58,189.04
235,0,40,-61,189.04
236,0,40,-64,188.88
237,0,40,-67,189.12
238,0,40,-70,189.36
239,0,40,-73,189.4
240,0,40,-76,189.36
241,0,40,-79,189.36
242,0,40,-82,189.36
243,0,40,-85,189.4
244,0,40,-88,189.44
245,0,40,-91,189.48
246,0,40,-94,189.52
247,0,40,-97,189.6
248,0,40,-100,189.68
249,0,40,-103,189.72
250,0,40,-106,189.84
251,0,40,-109,189.92
252,0,40,-112,190.04
253,0,40,-115,190.12
254,0,40,-118,190.2
255,0,40,-121,190.24
256,0,40,-124,190.28
257,0,40,-127,190.36
258,0,40,-130,190.44
259,0,40,-133,190.48
260,0,40,-136,190.52
261,0,40,-139,190.6
262,0,40,-142,190.64
263,0,40,-145,190.68
264,0,40,-148,190.72
265,0,40,-151,190.8
266,0,40,-154,190.88
267,0,40,-157,190.96
268,0,40,-160,191.04
269,0,40,-163,191.12
270,0,40,-166,191.28
271,0,40,-169,191.4
272,0,40,-172,191.6
273,0,40,-175,191.68
274,0,40,-178,191.88
275,0,40,-181,192
276,0,40,-184,192.2
277,0,40,-187,192.36
278,0,40,-190,192.48
279,0,40,-193,192.68
280,0,40,-196,192.84
281,0,40,-199,193
282,0,40,-202,193.16
283,0,40,-205,193.32
284,0,40,-208,193.48
285,0,40,-211,193.64
286,0,40,-214,193.8
287,0,40,-217,193.96
288,0,40,-220,194.12
289,0,40,-223,194.24
290,0,40,-226,194.4
291,0,40,-229,194.56
292,0,40,-232,194.72
293,0,40,-235,194.84
294,0,40,-238,195
295,0,40,-241,195.08
296,0,40,-244,195.24
297,0,40,-247,195.36
298,0,40,-250,195.56
299,0,40,-253,195.64
300,0,40,-256,195.76
301,0,40,-259,195.92
302,0,40,-262,195.96
303,0,40,-265,196.12
304,0,40,-268,196.24
305,0,40,-271,196.32
306,0,40,-274,196.36
307,0,40,-277,196.48
308,0,40,-280,196.6
309,0,40,-283,196.72
310,0,40,-286,196.92
311,0,40,-289,196.96
312,0,40,-292,197.48
313,0,40,-295,197.96
314,0,40,-298,198.4
315,0,40,-301,198.44
316,0,40,-304,198.6
317,0,40,-307,198.76
318,0,40,-310,198.76
319,0,40,-313,198.56
320,0,40,-316,198.76
321,0,40,-319,198.76
322,0,40,-322,198.76
323,0,40,-325,198.8
324,0,40,-328,198.76
325,0,40,-331,198.8
326,0,40,-334,198.8
327,0,40,-337,198.72
328,0,40,-340,198.8
329,0,40,-343,198.84
330,0,40,-346,198.88
331,0,40,-349,198.92
332,0,40,-352,199.04
333,0,40,-355,198.84
334,0,60,-25,188.64
335,0,60,-28,188.44
336,0,60,-31,188.48
337,0,60,-34,188.48
338,0,60,-37,188.48
339,0,60,-40,188.48
340,0,60,-43,188.44
341,0,60,-46,188.52
342,0,60,-49,188.68
343,0,60,-52,188.8
344,0,60,-55,188.88
345,0,60,-58,189.04
346,0,60,-61,189
347,0,60,-64,188.88
348,0,60,-67,189.04
349,0,60,-70,189.36
350,0,60,-73,189.4
351,0,60,-76,189.36
352,0,60,-79,189.36
353,0,60,-82,189.36
354,0,60,-85,189.4
355,0,60,-88,189.44
356,0,60,-91,189.48
357,0,60,-94,189.48
358,0,60,-97,189.56
359,0,60,-100,189.64
360,0,60,-103,189.72
361,0,60,-106,189.84
362,0,60,-109,189.92
363,0,60,-112,189.96
364,0,60,-115,190.08
365,0,60,-118,190.16
366,0,60,-121,190.24
367,0,60,-124,190.28
368,0,60,-127,190.36
369,0,60,-130,190.4
370,0,60,-133,190.44
371,0,60,-136,190.48
372,0,60,-139,190.52
373,0,60,-142,190.6
374,0,60,-145,190.64
375,0,60,-148,190.72
376,0,60,-151,190.76
377,0,60,-154,190.84
378,0,60,-157,190.92
379,0,60,-160,191
380,0,60,-163,191.12
381,0,60,-166,191.24
382,0,60,-169,191.4
383,0,60,-172,191.56
384,0,60,-175,191.68
385,0,60,-178,191.84
386,0,60,-181,192
387,0,60,-184,192.16
388,0,60,-187,192.32
389,0,60,-190,192.48
390,0,60,-193,192.6
391,0,60,-196,192.8
392,0,60,-199,192.96
393,0,60,-202,193.12
394,0,60,-205,193.28
395,0,60,-208,193.44
396,0,60,-211,193.6
397,0,60,-214,193.72
398,0,60,-217,193.88
399,0,60,-220,194.08
400,0,60,-223,194.2
401,0,60,-226,194.4
402,0,60,-229,194.52
403,0,60,-232,194.64
404,0,60,-235,194.8
405,0,60,-238,194.96
406,0,60,-241,195.12
407,0,60,-244,195.24
408,0,60,-247,195.36
409,0,60,-250,195.48
410,0,60,-253,195.6
411,0,60,-256,195.76
412,0,60,-259,195.84
413,0,60,-262,195.96
414,0,60,-265,196.04
415,0,60,-268,196.16
416,0,60,-271,196.28
417,0,60,-274,196.36
418,0,60,-277,196.44
419,0,60,-280,196.6
420,0,60,-283,196.68
421,0,60,-286,196.88
422,0,60,-289,197
423,0,60,-292,197.44
424,0,60,-295,197.96
425,0,60,-298,198.4
426,0,60,-301,198.4
427,0,60,-304,198.56
428,0,60,-307,198.72
429,0,60,-310,198.72
430,0,60,-313,198.76
431,0,60,-316,198.68
432,0,60,-319,198.72
433,0,60,-322,198.76
434,0,60,-325,198.72
435,0,60,-328,198.76
436,0,60,-331,198.76
437,0,60,-334,198.76
438,0,60,-337,198.76
439,0,60,-340,198.8
440,0,60,-343,198.76
441,0,60,-346,198.84
442,0,60,-349,198.72
443,0,60,-352,198.76
444,0,60,-355,198.88
445,5,0,-25,188.52
446,5,0,-28,188.56
447,5,0,-31,188.6
448,5,0,-34,188.56
449,5,0,-37,188.56
450,5,0,-40,188.52
451,5,0,-43,188.56
452,5,0,-46,188.56
453,5,0,-49,188.64
454,5,0,-52,188.76
455,5,0,-55,188.88
456,5,0,-58,188.96
457,5,0,-61,189
458,5,0,-64,189.04
459,5,0,-67,189.08
460,5,0,-70,189.2
461,5,0,-73,189.28
462,5,0,-76,189.32
463,5,0,-79,189.32
464,5,0,-82,189.32
465,5,0,-85,189.32
466,5,0,-88,189.36
467,5,0,-91,189.4
468,5,0,-94,189.44
469,5,0,-97,189.48
470,5,0,-100,189.6
471,5,0,-103,189.64
472,5,0,-106,189.72
473,5,0,-109,189.8
474,5,0,-112,189.88
475,5,0,-115,190
476,5,0,-118,190.08
477,5,0,-121,190.16
478,5,0,-124,190.24
479,5,0,-127,190.28
480,5,0,-130,190.32
481,5,0,-133,190.4
482,5,0,-136,190.48
483,5,0,-139,190.52
484,5,0,-142,190.56
485,5,0,-145,190.6
486,5,0,-148,190.64
487,5,0,-151,190.68
488,5,0,-154,190.76
489,5,0,-157,190.84
490,5,0,-160,190.92
491,5,0,-163,191.04
492,5,0,-166,191.16
493,5,0,-169,191.28
494,5,0,-172,191.44
495,5,0,-175,191.6
496,5,0,-178,191.72
497,5,0,-181,191.88
498,5,0,-184,192
499,5,0,-187,192.2
500,5,0,-190,192.36
501,5,0,-193,192.52
502,5,0,-196,192.64
503,5,0,-199,192.84
504,5,0,-202,193
505,5,0,-205,193.2
506,5,0,-208,193.32
507,5,0,-211,193.44
508,5,0,-214,193.64
509,5,0,-217,193.8
510,5,0,-220,193.96
511,5,0,-223,194.12
512,5,0,-226,194.28
513,5,0,-229,194.44
514,5,0,-232,194.56
515,5,0,-235,194.72
516,5,0,-238,194.84
517,5,0,-241,195
518,5,0,-244,195.12
519,5,0,-247,195.24
520,5,0,-250,195.36
521,5,0,-253,195.52
522,5,0,-256,195.6
523,5,0,-259,195.76
524,5,0,-262,195.88
525,5,0,-265,196
526,5,0,-268,196.12
527,5,0,-271,196.24
528,5,0,-274,196.32
529,5,0,-277,196.4
530,5,0,-280,196.52
531,5,0,-283,196.6
532,5,0,-286,196.8
533,5,0,-289,197.04
534,5,0,-292,197.32
535,5,0,-295,197.6
536,5,0,-298,197.96
537,5,0,-301,198.28
538,5,0,-304,198.48
539,5,0,-307,198.6
540,5,0,-310,198.68
541,5,0,-313,198.6
542,5,0,-316,198.72
543,5,0,-319,198.72
544,5,0,-322,198.72
545,5,0,-325,198.72
546,5,0,-328,198.72
547,5,0,-331,198.72
548,5,0,-334,198.76
549,5,0,-337,198.76
550,5,0,-340,198.76
551,5,0,-343,198.8
552,5,0,-346,198.8
553,5,0,-349,198.8
554,5,0,-352,198.8
555,5,0,-355,198.84
556,5,20,-25,188.52
557,5,20,-28,188.52
558,5,20,-31,188.52
559,5,20,-34,188.52
560,5,20,-37,188.52
561,5,20,-40,188.52
562,5,20,-43,188.52
563,5,20,-46,188.52
564,5,20,-49,188.6
565,5,20,-52,188.68
566,5,20,-55,188.8
567,5,20,-58,188.88
568,5,20,-61,188.96
569,5,20,-64,189
570,5,20,-67,189.08
571,5,20,-70,189.16
572,5,20,-73,189.24
573,5,20,-76,189.28
574,5,20,-79,189.32
575,5,20,-82,189.32
576,5,20,-85,189.32
577,5,20,-88,189.36
578,5,20,-91,189.4
579,5,20,-94,189.44
580,5,20,-97,189.48
581,5,20,-100,189.48
582,5,20,-103,189.6
583,5,20,-106,189.68
584,5,20,-109,189.76
585,5,20,-112,189.84
586,5,20,-115,189.96
587,5,20,-118,190
588,5,20,-121,190.08
589,5,20,-124,190.16
590,5,20,-127,190.24
591,5,20,-130,190.32
592,5,20,-133,190.36
593,5,20,-136,190.4
594,5,20,-139,190.48
595,5,20,-142,190.52
596,5,20,-145,190.56
597,5,20,-148,190.6
598,5,20,-151,190.68
599,5,20,-154,190.76
600,5,20,-157,190.84
601,5,20,-160,190.92
602,5,20,-163,191
603,5,20,-166,191.12
604,5,20,-169,191.24
605,5,20,-172,191.4
606,5,20,-175,191.52
607,5,20,-178,191.72
608,5,20,-181,191.84
609,5,20,-184,192
610,5,20,-187,192.16
611,5,20,-190,192.32
612,5,20,-193,192.48
613,5,20,-196,192.6
614,5,20,-199,192.8
615,5,20,-202,192.96
616,5,20,-205,193.16
617,5,20,-208,193.28
618,5,20,-211,193.44
619,5,20,-214,193.6
620,5,20,-217,193.76
621,5,20,-220,193.92
622,5,20,-223,194.04
623,5,20,-226,194.24
624,5,20,-229,194.48
625,5,20,-232,194.56
626,5,20,-235,194.72
627,5,20,-238,194.8
628,5,20,-241,194.96
629,5,20,-244,195.12
630,5,20,-247,195.24
631,5,20,-250,195.4
632,5,20,-253,195.52
633,5,20,-256,195.6
634,5,20,-259,195.76
635,5,20,-262,195.84
636,5,20,-265,196
637,5,20,-268,196.08
638,5,20,-271,196.16
639,5,20,-274,196.28
640,5,20,-277,196.36
641,5,20,-280,196.44
642,5,20,-283,196.6
643,5,20,-286,196.8
644,5,20,-289,197.08
645,5,20,-292,197.28
646,5,20,-295,197.64
647,5,20,-298,198
648,5,20,-301,198.2
649,5,20,-304,198.4
650,5,20,-307,198.56
651,5,20,-310,198.68
652,5,20,-313,198.72
653,5,20,-316,198.72
654,5,20,-319,198.72
655,5,20,-322,198.72
656,5,20,-325,198.68
657,5,20,-328,198.72
658,5,20,-331,198.72
659,5,20,-334,198.72
660,5,20,-337,198.76
661,5,20,-340,198.76
662,5,20,-343,198.76
663,5,20,-346,198.88
664,5,20,-349,198.8
665,5,20,-352,198.8
666,5,20,-355,198.8
667,5,40,-25,188.48
668,5,40,-28,188.52
669,5,40,-31,188.52
670,5,40,-34,188.48
671,5,40,-37,188.52
672,5,40,-40,188.52
673,5,40,-43,188.52
674,5,40,-46,188.52
675,5,40,-49,188.6
676,5,40,-52,188.68
677,5,40,-55,188.8
678,5,40,-58,188.84
679,5,40,-61,188.96
680,5,40,-64,188.96
681,5,40,-67,189.04
682,5,40,-70,189.12
